coin,date_added,max_supply,circulating_supply,total_supply,market_cap,Volume24h,price
CAKE,2020-09-25T00:00:00.000Z,,160447893.9701099,160447893.9701099,6498091565.275115,610783839.7944537,40.49969996169382
LUNA,2019-07-26T00:00:00.000Z,,390766230.7712841,954806123.477174,6453589481.896132,234453788.2929569,16.51521798380123
EOS,2017-07-01T00:00:00.000Z,,953004313.0339,1029171391.2728,6143814976.159876,1881999198.4576383,6.4467861185234
AAVE,2020-10-02T00:00:00.000Z,16000000.0,12488045.98548802,16000000.0,6034638612.381126,713862009.2500533,483.2332151398063
BSV,2018-11-09T00:00:00.000Z,21000000.0,18720714.14423905,18720714.14423905,5986093006.836921,1305736017.6205535,319.7577272274642
MIOTA,2017-06-13T00:00:00.000Z,2779530283.0,2779530283.0,2779530283.0,5909361213.950226,153539742.89029923,2.12602872150475
KLAY,2020-03-30T00:00:00.000Z,,2459456927.0,10558332342.4,5737067525.402914,92854985.43770231,2.33265623090252
FTT,2019-07-31T00:00:00.000Z,339228639.0,94346957.523749,345219293.590976,5214521670.395196,114138923.43818216,55.26963250598301
CRO,2018-12-14T00:00:00.000Z,,25263013692.0,30263013692.0,4881766671.210319,90739374.69585021,0.1932377004077
ATOM,2019-03-14T00:00:00.000Z,,210767262.762866,268551865.762866,4859453789.805371,455317744.2142714,23.05601793231398
HT,2018-02-03T00:00:00.000Z,500000000.0,182827444.25441208,500000000.0,4824869115.238558,1238111759.6813607,26.39028913254702
ETC,2016-07-24T00:00:00.000Z,210700000.0,116313299.0,116313299.0,4769208938.377071,2763852266.821769,41.00312672222522
BTT,2019-01-31T00:00:00.000Z,,659952625000.0,990000000000.0,4747664928.70285,1146115139.0257459,0.00719394809393
MKR,2017-01-29T00:00:00.000Z,1005577.0,995238.77828647,995238.77828647,4694371905.750406,341740098.5056315,4716.829778108963
AVAX,2020-07-13T00:00:00.000Z,720000000.0,128761736.65641546,382927771.65641546,4373079372.204414,481677686.3698752,33.96256905010087
XTZ,2017-10-06T00:00:00.000Z,,768284455.617434,768284455.617434,4350666989.986258,207857556.07395488,5.66283354840211
MATIC,2019-04-28T00:00:00.000Z,10000000000.0,5188388130.0,10000000000.0,4118627176.764472,1353168169.5036948,0.79381632090128
ALGO,2019-06-20T00:00:00.000Z,10000000000.0,2955009899.149978,5443368924.96869,4088454990.216761,223363244.0073878,1.38356727379926
COMP,2020-06-16T00:00:00.000Z,10000000.0,5075623.64792735,10000000.0,4019539844.5910873,374939380.76218355,791.9302382146637
DAI,2019-11-22T00:00:00.000Z,,3873605638.9893413,3873605664.809486,3876710492.8823094,378128677.43483347,1.00080154104014
RUNE,2019-07-23T00:00:00.000Z,,235177775.95691225,500000000.0,3578844117.1866055,115735241.39291278,15.21761187945879
KSM,2019-12-12T00:00:00.000Z,,8470098.05726206,9651217.45126206,3552290565.589393,249013572.8469478,419.3919056868231
DASH,2014-02-14T00:00:00.000Z,18900000.0,10109677.61605213,10109677.61605213,3178254731.495933,808343991.4643357,314.37745615641643
EGLD,2020-09-04T00:00:00.000Z,31415926.0,17380189.12744768,21621478.0,3159948378.780942,76889016.17132826,181.8132331937971
BTCB,2019-06-18T00:00:00.000Z,,54598.0226366,59501.0,3149035591.898116,300541757.27766067,57676.733328931
XEM,2015-04-01T00:00:00.000Z,8999999999.0,8999999999.0,8999999999.0,3127464653.0568237,187958366.513086,0.34749607260048
CHZ,2019-07-01T00:00:00.000Z,8888888888.0,5586355378.017659,8888888888.0,3084627639.923086,540214311.8716354,0.5521717526352
ZEC,2016-10-29T00:00:00.000Z,21000000.0,11674212.5,11674212.5,2919140360.8991194,552168077.8022188,250.05030197104253
HOT,2018-04-29T00:00:00.000Z,,169164199065.01862,177619433541.14133,2752115571.0304437,453226764.0429649,0.0162689007854
DCR,2016-02-10T00:00:00.000Z,21000000.0,12881024.03388298,12881024.03388298,2646438094.4400954,30491356.83425394,205.45246150296387
HBAR,2019-09-17T00:00:00.000Z,50000000000.0,8251998839.0,50000000000.0,2488660024.220996,266687211.89545944,0.30158269199691
LEO,2019-05-21T00:00:00.000Z,,999498892.9,999498892.9,2440461096.6067944,3475365.53276882,2.44168464211692
ZIL,2018-01-25T00:00:00.000Z,21000000000.0,11233389574.346745,14524856727.346745,2437156305.258979,220103209.435718,0.21695644837464
WAVES,2016-06-02T00:00:00.000Z,,104987440.0,104987440.0,2410906353.953422,269313023.50548,22.96375979787127
STX,2019-10-28T00:00:00.000Z,1818000000.0,1117511785.182021,1352464600.0,2373744704.8013997,19760049.58188235,2.12413393422492
MANA,2017-09-17T00:00:00.000Z,,1578089913.1741636,2194460527.320146,2282551846.4653516,181933684.8748898,1.44640164505851
ENJ,2017-11-01T00:00:00.000Z,1000000000.0,834313756.7192237,1000000000.0,2299458422.731517,297998192.61223173,2.7561075245525
DGB,2014-02-06T00:00:00.000Z,21000000000.0,14268026973.252113,14268026973.252113,2260448593.185883,514409884.2088256,0.15842755255674
GRT,2020-12-17T00:00:00.000Z,10057044431.0,1245666867.0,10000000000.0,2141448112.9417257,292112652.73000765,1.71911782329017
NEXO,2018-05-01T00:00:00.000Z,1000000000.0,560000011.0,1000000000.0,2085551995.2590609,16354652.51551395,3.72419991838011
SNX,2018-03-14T00:00:00.000Z,212424133.0,114841533.01197928,215258834.2449152,2062816913.1774538,114340101.56299497,17.96228994054162
NEAR,2020-08-11T00:00:00.000Z,1000000000.0,364460730.0,1000000000.0,1984822550.684541,103756718.73371008,5.44591608178072
UST,2020-09-21T00:00:00.000Z,,1968957656.397217,1968957656.397217,1970042120.1229513,34234064.96764448,1.00055078062355
OKB,2019-04-30T00:00:00.000Z,,60000000.0,300000000.0,1948182270.3773646,1017957541.4187115,32.46970450628941
SC,2015-08-26T00:00:00.000Z,,47603062992.0,47603062992.0,1889827375.7761562,198832075.66114768,0.03969970117456
TFUEL,2019-03-28T00:00:00.000Z,,5270590400.0,5270590400.0,1881526651.7542765,61020050.30321921,0.35698593686094
BAT,2017-06-01T00:00:00.000Z,,1492816440.6224163,1500000000.0,1870705314.9885921,457273381.90568846,1.25313820512897
SUSHI,2020-08-28T00:00:00.000Z,250000000.0,127244443.0,214097742.3070959,1869621688.4681575,346727369.8250801,14.69315000630839
FTM,2018-10-29T00:00:00.000Z,3175000000.0,2545006273.0,2545006273.0,1836233826.065494,541491814.7145213,0.72150463656853
YFI,2020-07-18T00:00:00.000Z,36666.0,36634.94063504,36666.0,1812688448.7046828,309393866.49869514,49479.770330811225
BTG,2017-10-23T00:00:00.000Z,21000000.0,17513923.589,17513923.589,1675762929.2117143,143188216.86702973,95.68175404534786
ICX,2017-10-27T00:00:00.000Z,,614609344.5247741,800460000.0,1665099739.1582658,112233785.6261202,2.70920016754016
UMA,2020-05-25T00:00:00.000Z,101172570.0,60078659.61083366,102089750.49680007,1552103050.675649,38364413.54689626,25.8345152959399
RVN,2018-03-10T00:00:00.000Z,21000000000.0,8675205000.0,8675205000.0,1511862835.1197953,130441034.26145792,0.17427401832231
CEL,2018-05-18T00:00:00.000Z,695658160.0,238863519.826,695658160.0,1487676877.34012,9890164.04544151,6.22814600749339
ONT,2018-03-08T00:00:00.000Z,1000000000.0,819335767.0,1000000000.0,1470925075.9787955,488600986.10023564,1.79526530541269
QTUM,2017-05-24T00:00:00.000Z,107822406.0,98329551.7260568,103363355.0,1450825429.5884864,501091697.8466747,14.75472433384465
ZRX,2017-08-16T00:00:00.000Z,1000000000.0,781547659.1667516,1000000000.0,1439555247.5915112,182201442.09092346,1.84192893511612
ONE,2019-06-01T00:00:00.000Z,12600000000.0,9506931140.793125,13015828140.793139,1413991445.2190256,209250211.46403435,0.14873269031599
CHSB,2018-02-02T00:00:00.000Z,,1000000000.0,1000000000.0,1372245485.05049,14325769.97966924,1.37224548505049
ZEN,2017-06-01T00:00:00.000Z,21000000.0,11033400.0,11033400.0,1352097589.7633069,89454005.45849526,122.54586888568409
HNT,2020-06-05T00:00:00.000Z,223000000.0,80873709.55852869,223000000.0,1352167381.15983,14924342.99378577,16.71949250925927
BNT,2017-06-18T00:00:00.000Z,,178540878.72385082,178540878.72385082,1247278810.2298675,98317839.72294644,6.98595648876039
ANKR,2019-03-06T00:00:00.000Z,10000000000.0,6996232711.125,10000000000.0,1240268453.7914684,190314511.22689283,0.1772766151445
RSR,2019-05-24T00:00:00.000Z,100000000000.0,13159999000.0,100000000000.0,1221053694.7057273,118654840.73097578,0.09278524221056
KCS,2017-10-24T00:00:00.000Z,170118638.0,80118638.0,170118638.0,1201557360.2527184,51515371.29743935,14.99722649120319
CELO,2020-05-22T00:00:00.000Z,1000000000.0,225479897.0,1000000000.0,1200238064.298246,32941118.78920222,5.32303801920863
NANO,2017-03-06T00:00:00.000Z,133248298.0,133248297.197,133248297.197,1163007612.4218166,83341067.77020572,8.72812363750042
REV,2017-11-01T00:00:00.000Z,,85061485689.83401,85061485689.83401,1101974994.6444578,5759223.04452741,0.01295504052989
OMG,2017-07-14T00:00:00.000Z,140245399.0,140245398.24513277,140245398.24513277,1092717144.7165458,274846550.6848458,7.79146523443573
IOST,2018-01-16T00:00:00.000Z,90000000000.0,16454275775.0,16454275775.0,1079683174.878724,418006740.4380029,0.06561717997453
DENT,2017-08-12T00:00:00.000Z,,94033927360.73587,100000000000.0,1062999213.8405273,147264589.22895122,0.01130442217693
FLOW,2021-01-27T00:00:00.000Z,1344157523.0,33967817.0,1344157523.0,1044383580.0601416,35094500.61859918,30.74626726999093
XVS,2020-10-05T00:00:00.000Z,30000000.0,9714291.0,30000000.0,1032970995.4258235,300670216.1616939,106.3351916702746
AR,2020-05-27T00:00:00.000Z,66000000.0,33394701.0,63190435.0,996833226.7597076,17118515.50563737,29.85004198000478
VGX,2017-07-18T00:00:00.000Z,222295209.0,222295208.0,222295208.238,976415555.7311319,7427927.92372867,4.39242736951456
REN,2018-02-21T00:00:00.000Z,1000000000.0,997163051.0169293,999999632.80375,976179697.4183242,173633697.51259676,0.97895694833738
PAX,2018-09-27T00:00:00.000Z,,909804609.39,909804609.39,908764775.4489276,81807660.83089131,0.99885707993745
XVG,2014-10-25T00:00:00.000Z,16555000000.0,16449104749.431252,16449104749.431252,900737564.1020037,89211168.78265528,0.05475906305072
CRV,2020-08-14T00:00:00.000Z,3303030299.0,273444535.95989347,1477184197.9193702,893571397.7471279,245736174.71177402,3.26783416830896
1INCH,2020-12-25T00:00:00.000Z,,156671622.91680598,1500000000.0,864695113.5381494,121624874.45230232,5.51915590992065
WRX,2020-02-06T00:00:00.000Z,,293763596.010102,985546668.0,823509297.0527128,67767172.80539218,2.80330615582604
CFX,2020-11-11T00:00:00.000Z,,827507388.1262839,827507388.1262839,820051075.452963,16672431.27756774,0.99098943069233
LPT,2018-12-19T00:00:00.000Z,22906951.0,21164655.33252989,22859012.33252989,734796449.5352865,16213249.68544973,34.71809193159459
RENBTC,2020-06-28T00:00:00.000Z,13698.0,12616.75599561,12616.75599561,727764197.2834618,37829540.70588481,57682.35492044765
HUSD,2019-10-15T00:00:00.000Z,,700952574.4362143,700952574.4362143,700264300.7269711,992378876.3875542,0.99901808804997
LRC,2017-08-30T00:00:00.000Z,1374513896.0,1222767707.3205426,1373873440.4424574,697249865.3794177,51306993.39235711,0.57022266879071
LSK,2016-04-06T00:00:00.000Z,,127929153.39837025,143859421.0,686725156.7001549,30621759.40526008,5.36801142239798
BTMX,2019-01-08T00:00:00.000Z,,749317256.394,749317256.394,679294186.8850987,2088583.64541556,0.90655083823122
CKB,2019-11-19T00:00:00.000Z,,24886148439.736656,31911530723.290512,669672480.3317721,30406729.66212371,0.02690944651212
KNC,2017-09-24T00:00:00.000Z,226000000.0,205045092.11530113,210252943.83416528,663660633.0814664,88181431.01212344,3.23665700180854
MDX,2021-01-27T00:00:00.000Z,,191305710.0,1000000000.0,654919014.6410239,398217840.1167386,3.42341592752785
IOTX,2018-05-25T00:00:00.000Z,10000000000.0,9644304442.32,9644304442.32,650848228.7481214,281470802.84518164,0.06748524298882
BTCST,2021-03-19T00:00:00.000Z,15000000.0,8464089.96118484,15000000.0,646557508.9740267,41937665.4221305,76.38830777308027
VTHO,2018-07-30T00:00:00.000Z,,34906010414.0,34906010414.0,630391642.8730112,60982777.85691849,0.01805968758378
SNT,2017-06-28T00:00:00.000Z,,3470483788.0,6804870174.0,622597727.0952051,46565676.0893231,0.17939796441291
STORJ,2017-07-02T00:00:00.000Z,,287149025.00769734,424999998.00001335,601889332.4570918,88543977.09565045,2.09608697936884
TEL,2018-01-14T00:00:00.000Z,100000000000.0,51270110195.29,100000000000.0,595190546.9501352,40927397.54647559,0.01160891881611
OCEAN,2019-05-06T00:00:00.000Z,1410000000.0,426026836.76781356,613099141.0,579393333.9906883,39512229.45422272,1.35999257320604
ALPHA,2020-09-29T00:00:00.000Z,1000000000.0,250153035.0,1000000000.0,535907271.4414238,186814062.20715433,2.14231768741652
OGN,2020-01-09T00:00:00.000Z,,282875718.0,1000000000.0,530068731.6573378,103603115.69798729,1.8738573088035
QNT,2018-08-10T00:00:00.000Z,14612493.0,12072738.0,14612493.080826,524493417.8485323,7209731.31421091,43.44444630940656
INJ,2020-09-29T00:00:00.000Z,100000000.0,24055555.0,100000000.0,517915663.81097704,117460806.30972907,21.52998190276537
ZKS,2021-01-07T00:00:00.000Z,1000000000.0,197440000.0,1000000000.0,510211094.7574844,43663928.46469807,2.58413236809909
REEF,2020-09-08T00:00:00.000Z,20000000000.0,12666667338.0,15934019762.0,504711486.3888673,128455987.54770586,0.03984564155046
FET,2019-03-02T00:00:00.000Z,1152997575.0,746113681.0,1151441225.6042874,496490298.9549047,56601333.05396077,0.66543518983524
STMX,2017-12-20T00:00:00.000Z,10000000000.0,8412333047.209724,10000000000.0,498380385.7748016,87547918.523497,0.0592440150643
MCO,2017-07-03T00:00:00.000Z,,15793831.094963,31587682.363206,488862500.7825383,3589149.92859314,30.95274970608286
NKN,2018-05-28T00:00:00.000Z,1000000000.0,583666666.0,700000000.0,487259855.6505978,185477437.2304431,0.83482556745942
ABBC,2018-10-12T00:00:00.000Z,1500000000.0,843513972.3991948,1500000000.0,476576948.3399111,62937915.90422548,0.56498998704715
EWT,2020-03-28T00:00:00.000Z,100000000.0,30062138.0,48638535.4433,475346236.67131233,4373039.18450889,15.81212343151749
SXP,2019-08-26T00:00:00.000Z,239612084.0,91581302.0,239612084.0,474949920.6278299,984579897.0787538,5.18610142305937
SRM,2020-08-04T00:00:00.000Z,10000000000.0,50000000.0,161000001.0,468409261.29243255,244817367.1736339,9.36818522584865
GLM,2016-11-18T00:00:00.000Z,,1000000000.0,1000000000.0,460930651.63244003,4921454.16088285,0.46093065163244
SKL,2020-06-12T00:00:00.000Z,7000000000.0,660416667.0,4072194681.0,454954502.2505024,110853632.73283134,0.68889009769722
BCD,2017-11-24T00:00:00.000Z,210000000.0,186492897.953,189492897.953,446705865.9235163,12820717.52355085,2.3952969299458
REP,2015-10-27T00:00:00.000Z,,11000000.0,11000000.0,445453629.3598841,41848711.45410511,40.49578448726219
BAL,2020-06-24T00:00:00.000Z,100000000.0,6943831.0,35725000.0,437267847.60094976,108522590.15775661,62.97213276085633
FUN,2017-06-27T00:00:00.000Z,,10298879188.66342,10999873621.398026,430145989.4861893,107854745.791758,0.04176629141933
DODO,2020-09-29T00:00:00.000Z,1000000000.0,110551965.0,1000000000.0,422070512.789365,64011494.84524793,3.81784722496217
MAID,2014-04-28T00:00:00.000Z,,452552412.0,452552412.0,421116933.5857618,2118073.07339434,0.93053737516211
WIN,2019-08-01T00:00:00.000Z,,313607571387.0,994855928116.2562,420799684.73554873,197872592.56250677,0.00134180333362
SAND,2020-08-05T00:00:00.000Z,3000000000.0,686821748.5533226,3000000000.0,416555316.68083185,94968250.7293885,0.60649698056044
CELR,2019-03-25T00:00:00.000Z,10000000000.0,5506609696.93128,10000000000.0,409985337.1339648,79372151.27154902,0.07445331332679
WAXP,2017-12-21T00:00:00.000Z,3770303327.0,1557089297.8535047,3720900153.573494,403953543.4742478,6285667.36395985,0.25942863009277
ANT,2017-05-18T00:00:00.000Z,,39609522.80952381,39609523.80952381,393815503.67605555,65758822.45829967,9.94244504206361
ARDR,2016-07-23T00:00:00.000Z,998999495.0,998999495.0,998999495.0,393575193.9766885,10222004.42671841,0.39396936229351
AGI,2018-01-18T00:00:00.000Z,1000000000.0,867679580.8423078,1000000000.0,375147295.4272639,4007852.03766035,0.43235694801425
KIN,2017-09-27T00:00:00.000Z,10000000000000.0,1518114145968.0,10000000000000.0,374409588.85185564,3476595.17633607,0.00024662808778
BTS,2014-07-21T00:00:00.000Z,3600570502.0,2994880000.0,2994880000.0,368801877.85408664,55639489.96814793,0.12314412525847
WOO,2020-10-23T00:00:00.000Z,3000000000.0,376235705.0,2873566212.683032,362693471.554752,28794750.15011192,0.96400598543605
CVC,2017-07-17T00:00:00.000Z,,670000000.0,1000000000.0,360354500.523516,43049037.97147585,0.5378425380948
MED,2017-12-22T00:00:00.000Z,,2738131491.110654,8388959432.110654,360748922.9871708,234845.6671127,0.13175003616822
BAND,2019-09-18T00:00:00.000Z,,20494032.5175,100000000.0,359130623.53784686,117639653.1490099,17.52366808392554
KMD,2017-02-05T00:00:00.000Z,200000000.0,125549491.6234,125549491.6234,352288369.42101073,19102075.62174945,2.80597209009607
PROM,2019-07-17T00:00:00.000Z,,6120000.0,19250000.0,346296031.4644794,179321464.7326729,56.584318866745
GT,2019-08-20T00:00:00.000Z,,76129567.02357373,300000000.0,353954923.7045312,24020148.61796166,4.64937523675825
SNM,2017-06-16T00:00:00.000Z,,359600000.0,444000000.0,350730698.0236184,43883171.87217505,0.97533564522697
GNO,2017-05-01T00:00:00.000Z,10000000.0,1504587.0,10000000.0,339931362.73145837,1423351.79158203,225.93001450328785
KAVA,2019-10-25T00:00:00.000Z,,58524186.0,121763839.0,339703593.432458,82349738.92287241,5.80449924467908
NU,2019-10-07T00:00:00.000Z,3885390082.0,641000000.0,1163288941.583844,337457180.3140459,20839791.99274497,0.52645425946029
NMR,2017-06-23T00:00:00.000Z,11000000.0,4911507.31452239,10972592.12527006,336586403.4977803,23592041.70495848,68.53016435556525
USDN,2020-01-30T00:00:00.000Z,,337888215.976271,337888767.74416107,336277799.1602423,16572227.06182297,0.99523387694544
STEEM,2016-04-18T00:00:00.000Z,,373515224.981,390489318.981,329674120.31145966,8473058.68389177,0.88262565556258
SWAP,2020-07-10T00:00:00.000Z,100000000.0,81773706.00116025,99996806.14768426,322187147.4672338,4394250.78241259,3.93998466282869
WAN,2018-03-23T00:00:00.000Z,210000000.0,169028581.17449087,192128581.19449088,320560882.45087355,18374337.07439939,1.89648922225735
TUSD,2018-03-06T00:00:00.000Z,,321016056.74,321016056.74,320698224.9460464,100234023.12795842,0.99900991932559
SYS,2014-08-20T00:00:00.000Z,888000000.0,611244442.4223523,611244442.4223523,313475596.2638289,20393412.89491777,0.5128481741634
ORBS,2019-04-03T00:00:00.000Z,,2229950518.201359,10000000000.0,310114412.1356435,1712050.13230487,0.13906784460212
VLX,2019-10-03T00:00:00.000Z,,2124380663.0,2124380663.0,306188981.622086,3951927.85408604,0.14413093988047
STRAX,2016-08-12T00:00:00.000Z,,130784984.0,130784984.0,302765078.5030409,30910642.84856156,2.31498348849468
ALICE,2021-03-10T00:00:00.000Z,100000000.0,17400000.0,100000000.0,304441118.4533338,501116403.47491163,17.49661600306516
XHV,2018-04-23T00:00:00.000Z,,14382338.12,14382338.12,299405384.9709771,1729906.45966493,20.81757378201432
BADGER,2020-12-04T00:00:00.000Z,21000000.0,8603193.57090421,21000000.0,297750212.34951586,50776193.92224054,34.60926572156876
JST,2020-05-07T00:00:00.000Z,9900000000.0,2260326706.0,9900000000.0,295767747.44824106,178986272.47541225,0.13085176875676
UBT,2018-05-21T00:00:00.000Z,150000000.0,149999999.24349335,150000000.0,280429709.93092906,1800571.22732716,1.86953140896828
COTI,2019-06-04T00:00:00.000Z,2000000000.0,669740238.21,2000000000.0,280777100.63498074,83737981.12698139,0.41923283777216
BTM,2017-08-08T00:00:00.000Z,2100000000.0,1426663206.503,1673948137.5,275225289.8859186,50561483.82279725,0.19291539070426
PPT,2017-07-10T00:00:00.000Z,53252246.0,53252245.99438964,53252246.0,276249534.2206732,5931723.83807625,5.1875658774989
NOIA,2019-07-31T00:00:00.000Z,1000000000.0,368119986.61612815,1000000000.0,273391502.8071156,3201200.18105322,0.74266954456946
UQC,2017-12-13T00:00:00.000Z,,10000000.0,40000000.0,272457876.894237,10364359.67455978,27.2457876894237
RIF,2019-01-16T00:00:00.000Z,,721033342.8044627,1000000000.0,262891715.9254872,15841254.15617235,0.36460410402516
ARK,2017-03-22T00:00:00.000Z,,128861983.48418085,156982880.0,267389465.5373067,4415609.05925338,2.07500659471171
UTK,2017-12-29T00:00:00.000Z,500000000.0,450000000.0,500000000.0,260419861.7904465,70533635.1660415,0.57871080397877
POLY,2018-02-02T00:00:00.000Z,,610331537.9961452,1000000000.0,261437608.22135317,6993215.59957119,0.42835343079224
ZB,2018-09-27T00:00:00.000Z,,463288810.0,2100000000.0,261353809.44645974,30421477.08652178,0.56412717899761
AVA,2018-05-28T00:00:00.000Z,61228716.0,49833752.75883155,61112681.0,257467658.59674495,10513294.95704557,5.16653160444788
MTL,2017-07-09T00:00:00.000Z,66588888.0,65588845.12,66588888.0,256668062.60589382,39257295.49473222,3.91328833639774
ONG,2018-08-23T00:00:00.000Z,,259462170.3794592,1000000000.0,255182855.4172493,10919167.27183902,0.98350697924113
SCRT,2020-05-19T00:00:00.000Z,176306272.0,69703477.0,182379717.0,250501555.34665146,7765839.77700102,3.59381721153812
CVT,2018-04-17T00:00:00.000Z,2147483648.0,1060404495.64999,2147483648.0,248122359.86954302,5225545.51591123,0.23398840809087
TRAC,2018-01-25T00:00:00.000Z,,356946525.96515,500000000.0,247941126.56479198,1663209.09342645,0.69461700431005
HIVE,2020-03-26T00:00:00.000Z,,395278514.698,395278514.698,248375721.32611203,18038486.4313496,0.62835624019655
POLS,2020-09-28T00:00:00.000Z,,63776500.0,100000000.0,244473651.42699584,87079669.60571721,3.83328736175544
META,2018-10-09T00:00:00.000Z,,1245430303.8600001,2000000000.0,243662683.98568013,1844747.1404259,0.19564537913562
ROSE,2020-11-12T00:00:00.000Z,10000000000.0,1500000000.0,10000000000.0,242979914.23042503,17859891.25171686,0.16198660948695
ELF,2017-12-21T00:00:00.000Z,1000000000.0,544480199.9864658,879999999.9864658,242397613.67122406,25776009.34083443,0.44519086952519
WBNB,2020-09-28T00:00:00.000Z,,7105137.36315949,7105137.36315949,4443893009.129749,516000194.2987864,625.4478670843955
CTC,2020-01-31T00:00:00.000Z,2000000000.0,564970555.2090411,667469387.33,3404748892.062656,7001206.42683968,6.02641829856582
HEX,2019-12-17T00:00:00.000Z,,173411074413.06497,175453179544.9985,3098130295.8114753,9956737.47317782,0.01786581570005
FEI,2021-03-02T00:00:00.000Z,,2041429432.983002,2041429432.983002,1965398198.8569462,45567813.73417437,0.962755884236
CCXX,2020-04-20T00:00:00.000Z,21000000.0,17845409.51276344,18402729.795,1809025123.9158947,2813555.01322485,101.3720151741006
HBTC,2020-09-08T00:00:00.000Z,6910.0,27906.37665999,27906.37665999,1612546094.8497062,266121108.27073,57784.144265552386
DFI,2020-07-03T00:00:00.000Z,1200000000.0,408347107.1366924,696467107.1366924,1604945949.8069708,4523537.34991309,3.93034729953339
BRG,2020-09-18T00:00:00.000Z,10000000000.0,8002167205.0,10000000000.0,1319286205.1707828,13135575.92744289,0.16486611331321
ARRR,2019-05-22T00:00:00.000Z,200000000.0,177526930.0,177526930.0,1287203206.9557278,20500443.21661308,7.25074898189096
XWC,2014-04-18T00:00:00.000Z,1000000000.0,721364089.0,921364090.0,1208806280.6539876,18160244.97763605,1.6757228410548
XDC,2018-04-12T00:00:00.000Z,,12262765183.0,37662765177.45,1123336047.5010414,7445628.62597855,0.09160544385685
ORC,2020-03-16T00:00:00.000Z,1000000000.0,465987647.0,1000000000.0,1082443789.4865947,17784246.31713647,2.32290232682197
vBNB,2020-12-12T00:00:00.000Z,,84327095.0,84327095.0,1064975735.2182766,0.0,12.62910497768572
BEST,2019-10-18T00:00:00.000Z,,417348512.9,883626309.9,1067051165.5424454,1150638.01429167,2.55673887065729
INO,2018-08-06T00:00:00.000Z,,180003180.0,1000000000.0,1026643081.1068336,224428.2513403,5.70347191147864
OMI,2020-08-10T00:00:00.000Z,750000000000.0,166285821196.0,750000000000.0,1021675898.020876,12041781.29020735,0.00614409509285
TTT,2020-04-29T00:00:00.000Z,2000000000.0,105128454.65463573,2000000000.0,990271931.6177838,1931962.66960608,9.41963747941497
THR,2018-08-10T00:00:00.000Z,,86686.0215,100000.0,967855329.9344674,33123.41106334,11165.068060419262
BAKE,2020-09-15T00:00:00.000Z,277237400.0,188717930.44942987,277237400.0,913648523.0444088,273398738.5611381,4.84134454457276
PUNDIX,2021-03-31T00:00:00.000Z,258526640.0,258491637.23,258491637.23,846120620.9604557,29220023.15431219,3.27329978651339
STETH,2020-12-23T00:00:00.000Z,141554.0,257137.67670671,257137.67670671,738150993.4755957,231481.15818407,2870.6450292678314
NXM,2020-07-20T00:00:00.000Z,,6376985.19448662,6924021.98732064,702085779.9308246,121879.48921743,110.09681824850875
BCHA,2020-11-16T00:00:00.000Z,21000000.0,18572921.0,18572921.0,699896875.1341263,8139104.9130533,37.68372649267858
MIR,2020-12-04T00:00:00.000Z,,60097112.356969,370575000.0,601907928.3970323,17001469.03686867,10.01558818370137
AMP,2020-09-08T00:00:00.000Z,92547638199.0,10040480894.532204,93415526761.01433,579674309.1810653,5032038.91806782,0.05773371965647
HEDG,2019-01-03T00:00:00.000Z,,348731468.37517333,1000000000.0,540834961.9547127,105262.67889593,1.55086366158637
DAWN,2020-05-27T00:00:00.000Z,93468683.0,59694476.93560418,93468683.89919634,500710461.18026793,3488863.30923243,8.38788589638557
KSP,2021-01-20T00:00:00.000Z,126141000.0,7784449.0,126141000.0,488046502.0081161,18270011.27792065,62.69506062768426
vXVS,2020-12-12T00:00:00.000Z,,224433925.0,224433925.0,477390026.2938106,0.0,2.12708495961032
RAY,2021-02-19T00:00:00.000Z,555000000.0,37420446.179892,555000000.0,478238232.0504494,35281472.04259059,12.78013174272177
XIN,2018-01-09T00:00:00.000Z,1000000.0,549376.65260185,1000000.0,472639311.66951805,160067.34826654,860.3192535232366
AXS,2020-08-31T00:00:00.000Z,270000000.0,43253284.40300711,270000000.0,419763036.168645,49050659.00027354,9.70476674690308
BOTX,2019-04-18T00:00:00.000Z,,1632102305.0,5000000000.0,391867763.43050003,358389.94695,0.2401
LINA,2020-09-18T00:00:00.000Z,10000000000.0,3544804756.875783,10000000000.0,387125153.822948,75722498.53708906,0.10920916111728
ZLW,2020-05-21T00:00:00.000Z,300000000.0,70683663.1691,300000000.0,382976815.86355215,265739.05760167,5.41818008140492
ETN,2017-11-02T00:00:00.000Z,21000000000.0,17859574101.24,17859574101.24,372251041.032521,1790050.59321472,0.02084322050024
TLM,2021-04-06T00:00:00.000Z,10000000000.0,842914854.9698,5153407036.7596,368768796.0883838,89916446.8803709,0.43749234446888
TRIBE,2021-03-30T00:00:00.000Z,1000000000.0,248364400.0,1000000000.0,358317183.9195358,20021798.65597666,1.44270750526056
ORN,2020-07-16T00:00:00.000Z,100000000.0,21124000.0,100000000.0,357985122.57732975,71848494.47232454,16.9468435228806
TKO,2021-04-07T00:00:00.000Z,500000000.0,108500000.0,500000000.0,357880207.2143251,126948774.99773014,3.29843508953295
SOLO,2020-03-06T00:00:00.000Z,400000000.0,200001808.0,399996414.646,342402129.7292414,1873141.13876473,1.71199517220985
ANC,2021-03-17T00:00:00.000Z,1000000000.0,57150992.856405,1000000000.0,339429079.7773257,7095825.39247303,5.93916330780394
